feature,mean_abs_shap
IKZF5,0.0
IL10RB,0.0
IL15,0.0
IL17RA,0.0
IL27RA,0.0
IL6ST,0.0
IGHMBP2,0.0
IPO9,0.0
IPP,0.0
IQCB1,0.0
IQGAP1,0.0
IQGAP3,0.0
IQSEC1,0.0
IQSEC2,0.0
IRAK1,0.0
IRAK4,0.0
IREB2,0.0
IRF1,0.0
INPP4A,0.0
IRF2BP2,0.0
IRF2BPL,0.0
IRF3,0.0
IRGQ,0.0
IRS1,0.0
ISCA1,0.0
ISCA2,0.0
ISCU,0.0
ISG15,0.0
ISG20L2,0.0
ISOC1,0.0
IST1,0.0
IRF2,0.0
INPP5A,0.0
INPP5B,0.0
INPP5F,0.0
INSIG1,0.0
INSIG2,0.0
INSR,0.0
INTS1,0.0
INTS10,0.0
INTS12,0.0
INTS2,0.0
INTS3,0.0
INTS4,0.0
IPO8,0.0
INTS6,0.0
INTS7,0.0
INTS8,0.0
INTS9,0.0
IP6K1,0.0
IP6K2,0.0
IPMK,0.0
IPO11,0.0
IPO13,0.0
IPO4,0.0
IPO5,0.0
IPO7,0.0
INTS5,0.0
LMO4,0.0
LMO7,0.0
LMTK2,0.0
LNX2,0.0
LONP1,0.0
LONP2,0.0
LONRF1,0.0
LPCAT1,0.0
LPCAT3,0.0
LPCAT4,0.0
LPGAT1,0.0
KIF1B,0.0
LPIN2,0.0
LPP,0.0
LRBA,0.0
LRCH3,0.0
LRIG1,0.0
LRIG2,0.0
LRP1,0.0
LRP12,0.0
LRP6,0.0
LRP8,0.0
LRPAP1,0.0
LRPPRC,0.0
LPIN1,0.0
LIG1,0.0
LIG3,0.0
LIMA1,0.0
LIMD1,0.0
LIMD2,0.0
LIMK1,0.0
LIMK2,0.0
LIMS1,0.0
LIN52,0.0
LIN54,0.0
LIN7C,0.0
LMNB2,0.0
LIPA,0.0
LIPT1,0.0
LITAF,0.0
LLGL1,0.0
LLPH,0.0
LMAN1,0.0
LMAN2,0.0
LMAN2L,0.0
LMBR1,0.0
LMBRD1,0.0
LMLN,0.0
LMNB1,0.0
LIN9,0.0
LSM5,0.0
LSM6,0.0
LSM7,0.0
LSS,0.0
LTA4H,0.0
LTBP1,0.0
LTN1,0.0
LTV1,0.0
LUC7L,0.0
LUC7L2,0.0
LUC7L3,0.0
LRR1,0.0
LY6E,0.0
LYAR,0.0
LYN,0.0
LYPLA1,0.0
LYPLA2,0.0
LYRM1,0.0
LYRM2,0.0
LYRM4,0.0
LYRM7,0.0
LYSMD3,0.0
LYSMD4,0.0
LZIC,0.0
LUZP1,0.0
LRRC1,0.0
LRRC14,0.0
LRRC28,0.0
LRRC40,0.0
LRRC41,0.0
LRRC42,0.0
LRRC47,0.0
LRRC57,0.0
LRRC58,0.0
LRRC59,0.0
LRRC8A,0.0
LRRC8B,0.0
LSM4,0.0
LRRC8D,0.0
LRRCC1,0.0
LRRFIP1,0.0
LRRFIP2,0.0
LSG1,0.0
LSM1,0.0
LSM10,0.0
LSM12,0.0
LSM14A,0.0
LSM14B,0.0
LSM2,0.0
LSM3,0.0
LRRC8C,0.0
KLHL20,0.0
KLHL21,0.0
KLHL23,0.0
KLHL24,0.0
KLHL28,0.0
KLHL5,0.0
KLHL7,0.0
KNTC1,0.0
KPNA1,0.0
KPNA2,0.0
KPNA3,0.0
LIAS,0.0
KPNA6,0.0
KPNB1,0.0
KPTN,0.0
KRAS,0.0
KRCC1,0.0
KRI1,0.0
KRIT1,0.0
KRR1,0.0
KRT10,0.0
KRTCAP2,0.0
KTI12,0.0
KTN1,0.0
KPNA4,0.0
KIF1C,0.0
KIF20A,0.0
KIF20B,0.0
KIF21B,0.0
KIF22,0.0
KIF23,0.0
KIF2A,0.0
KIF2C,0.0
KIF3A,0.0
KIF3B,0.0
KIF5B,0.0
KLHL18,0.0
KIFC1,0.0
KIN,0.0
KLC1,0.0
KLF10,0.0
KLF13,0.0
KLF3,0.0
KLF6,0.0
KLHDC10,0.0
KLHDC2,0.0
KLHDC3,0.0
KLHDC4,0.0
KLHL12,0.0
KIFAP3,0.0
LATS2,0.0
LBH,0.0
LBR,0.0
LCLAT1,0.0
LCMT1,0.0
LCMT2,0.0
LCOR,0.0
LCORL,0.0
LDB1,0.0
LDHA,0.0
LDHB,0.0
KXD1,0.0
LEMD3,0.0
LENG8,0.0
LEO1,0.0
LEPROT,0.0
LEPROTL1,0.0
LETM1,0.0
LETMD1,0.0
LGALS1,0.0
LGALS3BP,0.0
LGALS8,0.0
LHFPL2,0.0
LHPP,0.0
LDLR,0.0
L2HGDH,0.0
L3MBTL2,0.0
L3MBTL3,0.0
LACTB,0.0
LACTB2,0.0
LAGE3,0.0
LAMP1,0.0
LAMP2,0.0
LAMTOR1,0.0
LAMTOR2,0.0
LAMTOR3,0.0
LANCL1,0.0
LATS1,0.0
LAP3,0.0
LAPTM4A,0.0
LARP1,0.0
LARP1B,0.0
LARP4,0.0
LARP4B,0.0
LARP7,0.0
LARS,0.0
LARS2,0.0
LAS1L,0.0
LASP1,0.0
LAT2,0.0
LANCL2,0.0
BCCIP,0.0
BCDIN3D,0.0
BCKDHA,0.0
BCKDHB,0.0
BCKDK,0.0
BCL10,0.0
BCL11A,0.0
BCL11B,0.0
BCL2L1,0.0
BCL2L11,0.0
BCL2L12,0.0
EIF4ENIF1,0.0
BCL7A,0.0
BCL7B,0.0
BCL9,0.0
BCL9L,0.0
BCLAF1,0.0
BCOR,0.0
BCS1L,0.0
BDH1,0.0
BDH2,0.0
BDP1,0.0
BECN1,0.0
BEND3,0.0
BCL2L13,0.0
BAG4,0.0
BAG5,0.0
BAG6,0.0
BAHD1,0.0
BAK1,0.0
BANF1,0.0
BANP,0.0
BAP1,0.0
BARD1,0.0
BAX,0.0
BAZ1A,0.0
BCAT2,0.0
BAZ2A,0.0
BAZ2B,0.0
BBIP1,0.0
BBS1,0.0
BBS4,0.0
BBS7,0.0
BBS9,0.0
BBX,0.0
BCAP29,0.0
BCAP31,0.0
BCAS2,0.0
BCAS3,0.0
BAZ1B,0.0
BOLA3,0.0
BOP1,0.0
BORA,0.0
BPGM,0.0
BPHL,0.0
BPNT1,0.0
BPTF,0.0
BRAF,0.0
BRAP,0.0
BRAT1,0.0
BRCA1,0.0
BET1,0.0
BRCC3,0.0
BRD1,0.0
BRD2,0.0
BRD3,0.0
BRD4,0.0
BRD7,0.0
BRD8,0.0
BRD9,0.0
BRF2,0.0
BRI3,0.0
BRIP1,0.0
BRIX1,0.0
BRCA2,0.0
BET1L,0.0
BFAR,0.0
BICD1,0.0
BICD2,0.0
BID,0.0
BIN3,0.0
BIRC2,0.0
BIRC5,0.0
BIRC6,0.0
BLCAP,0.0
BLM,0.0
BOD1,0.0
BLOC1S1,0.0
BLOC1S2,0.0
BLVRA,0.0
BLVRB,0.0
BLZF1,0.0
BMP2K,0.0
BMPR2,0.0
BMS1,0.0
BNIP1,0.0
BNIP2,0.0
BNIP3,0.0
BNIP3L,0.0
BLMH,0.0
ATL2,0.0
ATL3,0.0
ATM,0.0
ATMIN,0.0
ATN1,0.0
ATOX1,0.0
ATP11A,0.0
ATP11B,0.0
ATP11C,0.0
ATP13A1,0.0
ATP13A3,0.0
BAG2,0.0
ATP1B3,0.0
ATP2A2,0.0
ATP2B1,0.0
ATP2B4,0.0
ATP2C1,0.0
ATP6AP1,0.0
ATP6AP2,0.0
ATP6V0A2,0.0
ATP6V0B,0.0
ATP6V0C,0.0
ATP6V0D1,0.0
ATP6V1A,0.0
ATP1A1,0.0
ATAD2,0.0
ATAD2B,0.0
ATAD5,0.0
ATAT1,0.0
ATE1,0.0
ATF1,0.0
ATF2,0.0
ATF4,0.0
ATF6,0.0
ATF6B,0.0
ATF7IP,0.0
ATIC,0.0
ATG10,0.0
ATG12,0.0
ATG13,0.0
ATG14,0.0
ATG16L1,0.0
ATG2B,0.0
ATG3,0.0
ATG4B,0.0
ATG4C,0.0
ATG5,0.0
ATG7,0.0
ATG9A,0.0
ATF7IP2,0.0
AUH,0.0
AUP1,0.0
AURKA,0.0
AURKAIP1,0.0
AURKB,0.0
AUTS2,0.0
AVL9,0.0
AXIN1,0.0
AZI2,0.0
AZIN1,0.0
B2M,0.0
ATP6V1B2,0.0
B3GAT3,0.0
B3GNT2,0.0
B3GNT5,0.0
B4GALT1,0.0
B4GALT3,0.0
B4GALT4,0.0
B4GALT5,0.0
B4GALT6,0.0
BABAM1,0.0
BACH1,0.0
BAD,0.0
BAG1,0.0
B3GALNT2,0.0
ATP6V1C1,0.0
ATP6V1D,0.0
ATP6V1E1,0.0
ATP6V1F,0.0
ATP6V1G1,0.0
ATP6V1H,0.0
ATP7A,0.0
ATP8A1,0.0
ATP8B1,0.0
ATP8B2,0.0
ATP9B,0.0
ATPAF1,0.0
ATXN7L3B,0.0
ATR,0.0
ATRIP,0.0
ATRN,0.0
ATRX,0.0
ATXN10,0.0
ATXN1L,0.0
ATXN2,0.0
ATXN2L,0.0
ATXN3,0.0
ATXN7,0.0
ATXN7L1,0.0
ATXN7L3,0.0
ATPAF2,0.0
CCDC28A,0.0
CCDC28B,0.0
CCDC30,0.0
CCDC34,0.0
CCDC43,0.0
CCDC47,0.0
CCDC50,0.0
CCDC51,0.0
CCDC58,0.0
CCDC59,0.0
CCDC6,0.0
BRK1,0.0
CCDC69,0.0
CCDC77,0.0
CCDC82,0.0
CCDC84,0.0
CCDC86,0.0
CCDC88A,0.0
CCDC90B,0.0
CCDC91,0.0
CCDC93,0.0
CCDC97,0.0
CCM2,0.0
CCNA2,0.0
CCDC66,0.0
CBX3,0.0
CBX5,0.0
CBY1,0.0
CC2D1A,0.0
CC2D1B,0.0
CCAR1,0.0
CCDC112,0.0
CCDC115,0.0
CCDC117,0.0
CCDC12,0.0
CCDC122,0.0
CCDC25,0.0
CCDC125,0.0
CCDC126,0.0
CCDC127,0.0
CCDC130,0.0
CCDC137,0.0
CCDC138,0.0
CCDC14,0.0
CCDC15,0.0
CCDC150,0.0
CCDC167,0.0
CCDC171,0.0
CCDC18,0.0
CCDC124,0.0
CCT6A,0.0
CCT7,0.0
CCT8,0.0
CCZ1,0.0
CD109,0.0
CD151,0.0
CD164,0.0
CD2AP,0.0
CD2BP2,0.0
CD320,0.0
CD3EAP,0.0
CCNB1,0.0
CD55,0.0
CD63,0.0
CD81,0.0
CDADC1,0.0
CDAN1,0.0
CDC123,0.0
CDC14A,0.0
CDC16,0.0
CDC20,0.0
CDC23,0.0
CDC25A,0.0
CDC25B,0.0
CD47,0.0
CCNB2,0.0
CCNC,0.0
CCND3,0.0
CCNDBP1,0.0
CCNE1,0.0
CCNE2,0.0
CCNF,0.0
CCNG1,0.0
CCNH,0.0
CCNI,0.0
CCNJ,0.0
CCT5,0.0
CCNK,0.0
CCNL1,0.0
CCNL2,0.0
CCNT1,0.0
CCNT2,0.0
CCNY,0.0
CCP110,0.0
CCPG1,0.0
CCS,0.0
CCT2,0.0
CCT3,0.0
CCT4,0.0
CCNJL,0.0
BUB1B,0.0
BUB3,0.0
BUD13,0.0
BUD31,0.0
BYSL,0.0
BZW1,0.0
BZW2,0.0
C1D,0.0
C1GALT1,0.0
C1GALT1C1,0.0
C1QBP,0.0
CBX2,0.0
C2CD2,0.0
C2CD3,0.0
CAB39,0.0
CABIN1,0.0
CACHD1,0.0
CACNB2,0.0
CACYBP,0.0
CAD,0.0
CALD1,0.0
CALM1,0.0
CALM2,0.0
CALM3,0.0
C1RL,0.0
BRMS1,0.0
BRMS1L,0.0
BROX,0.0
BRPF1,0.0
BRPF3,0.0
BRWD1,0.0
BRWD3,0.0
BSCL2,0.0
BSDC1,0.0
BSG,0.0
BTAF1,0.0
BUB1,0.0
BTBD10,0.0
BTBD2,0.0
BTBD3,0.0
BTBD7,0.0
BTBD9,0.0
BTD,0.0
BTF3,0.0
BTF3L4,0.0
BTG1,0.0
BTG3,0.0
BTN2A2,0.0
BTRC,0.0
BTBD1,0.0
CARS2,0.0
CASC3,0.0
CASC4,0.0
CASD1,0.0
CASK,0.0
CASKIN2,0.0
CASP2,0.0
CASP3,0.0
CASP6,0.0
CASP8,0.0
CASP8AP2,0.0
CALR,0.0
CAST,0.0
CAT,0.0
CATSPER2,0.0
CAV2,0.0
CBFA2T2,0.0
CBFB,0.0
CBL,0.0
CBLB,0.0
CBLL1,0.0
CBR4,0.0
CBWD1,0.0
CBX1,0.0
CASP9,0.0
CALU,0.0
CAMK1D,0.0
CAMK2D,0.0
CAMK2G,0.0
CAMKK2,0.0
CAMKMT,0.0
CAMSAP1,0.0
CAMSAP2,0.0
CAMTA1,0.0
CAND1,0.0
CANT1,0.0
CANX,0.0
CARS,0.0
CAP2,0.0
CAPG,0.0
CAPN1,0.0
CAPN7,0.0
CAPNS1,0.0
CAPRIN1,0.0
CAPRIN2,0.0
CAPZA1,0.0
CAPZA2,0.0
CAPZB,0.0
CARHSP1,0.0
CARM1,0.0
CAP1,0.0
AHCTF1,0.0
AHCY,0.0
AHCYL1,0.0
AHCYL2,0.0
AHDC1,0.0
AHI1,0.0
AHSA1,0.0
AIDA,0.0
AIFM1,0.0
AIG1,0.0
AIMP1,0.0
ATAD1,0.0
AIP,0.0
AK2,0.0
AK3,0.0
AKAP1,0.0
AKAP10,0.0
AKAP11,0.0
AKAP13,0.0
AKAP7,0.0
AKAP8,0.0
AKAP8L,0.0
AKAP9,0.0
AKIP1,0.0
AIMP2,0.0
ADNP2,0.0
ADO,0.0
ADPGK,0.0
ADPRHL2,0.0
ADRM1,0.0
ADSL,0.0
ADSS,0.0
AEBP2,0.0
AEN,0.0
AFF1,0.0
AFF3,0.0
AGTPBP1,0.0
AFG3L2,0.0
AFTPH,0.0
AGA,0.0
AGAP1,0.0
AGBL5,0.0
AGFG1,0.0
AGGF1,0.0
AGK,0.0
AGPAT1,0.0
AGPAT5,0.0
AGPS,0.0
AGRN,0.0
AFF4,0.0
ALG2,0.0
ALG3,0.0
ALG5,0.0
ALG6,0.0
ALG8,0.0
ALG9,0.0
ALKBH1,0.0
ALKBH2,0.0
ALKBH3,0.0
ALKBH4,0.0
ALKBH5,0.0
AKIRIN1,0.0
ALKBH8,0.0
ALMS1,0.0
ALPK1,0.0
ALS2,0.0
ALYREF,0.0
AMACR,0.0
AMBRA1,0.0
AMD1,0.0
AMFR,0.0
AMMECR1,0.0
AMMECR1L,0.0
AMN1,0.0
ALKBH7,0.0
AKIRIN2,0.0
AKNA,0.0
AKR1A1,0.0
AKT1S1,0.0
AKT2,0.0
AKT3,0.0
AKTIP,0.0
ALAD,0.0
ALAS1,0.0
ALCAM,0.0
ALDH16A1,0.0
ALG14,0.0
ALDH1B1,0.0
ALDH3A2,0.0
ALDH4A1,0.0
ALDH5A1,0.0
ALDH6A1,0.0
ALDH7A1,0.0
ALDH9A1,0.0
ALDOA,0.0
ALG1,0.0
ALG11,0.0
ALG12,0.0
ALG13,0.0
ALDH18A1,0.0
ABHD12,0.0
ABHD13,0.0
ABHD16A,0.0
ABHD2,0.0
ABHD4,0.0
ZSCAN12,0.0
ABHD8,0.0
ABI1,0.0
ABI2,0.0
ABL1,0.0
ABL2,0.0
ADK,0.0
ABR,0.0
ABRACL,0.0
ABT1,0.0
ACAA2,0.0
ACACA,0.0
ACAD10,0.0
ACAD11,0.0
ACAD8,0.0
ACAD9,0.0
ACADM,0.0
ACADSB,0.0
ACADVL,0.0
ABLIM1,0.0
AACS,0.0
AAGAB,0.0
AAK1,0.0
AAMP,0.0
AARS,0.0
AARS2,0.0
AARSD1,0.0
AASDH,0.0
AASDHPPT,0.0
AATF,0.0
ABCA5,0.0
ABHD11,0.0
ABCB7,0.0
ABCC1,0.0
ZRANB3,0.0
ABHD5,0.0
ABCD3,0.0
ABCD4,0.0
ABCE1,0.0
ABCF1,0.0
ABCF2,0.0
ABCF3,0.0
ABCG1,0.0
ABHD10,0.0
ABCB6,0.0
ACTR1A,0.0
ACTR2,0.0
ACTR3,0.0
ACTR5,0.0
ACTR6,0.0
ACTR8,0.0
ACY1,0.0
ACYP1,0.0
ADA,0.0
ADAL,0.0
ADAM10,0.0
ACAP2,0.0
ADAM22,0.0
ADAR,0.0
ADARB1,0.0
ADAT1,0.0
ADAT2,0.0
ADCY6,0.0
ADD1,0.0
ADD3,0.0
ADH5,0.0
ADI1,0.0
ADIPOR1,0.0
ADIPOR2,0.0
ADAM17,0.0
ACAT1,0.0
ACAT2,0.0
ACBD3,0.0
ACBD4,0.0
ACBD5,0.0
ACBD6,0.0
ACD,0.0
ACER3,0.0
ACIN1,0.0
ACLY,0.0
ACO1,0.0
ACO2,0.0
ACTR10,0.0
ACOT7,0.0
ACOT8,0.0
ACOT9,0.0
ACOX1,0.0
ACP1,0.0
ACSL3,0.0
ACSL4,0.0
ACTB,0.0
ACTG1,0.0
ACTL6A,0.0
ACTN1,0.0
ACTN4,0.0
ACOT13,0.0
ARHGEF2,0.0
ARHGEF40,0.0
ARHGEF7,0.0
ARID1A,0.0
ARID1B,0.0
ARID2,0.0
ARID3A,0.0
ARID3B,0.0
ARID4A,0.0
ARID4B,0.0
ARIH1,0.0
AMPD2,0.0
ARL1,0.0
ARL13B,0.0
ARL15,0.0
ARL16,0.0
ARL2,0.0
ARL2BP,0.0
ARL3,0.0
ARL5A,0.0
ARL5B,0.0
ARL6,0.0
ARL6IP1,0.0
ARL6IP4,0.0
ARIH2,0.0
ARF5,0.0
ARF6,0.0
ARFGAP1,0.0
ARFGAP2,0.0
ARFGAP3,0.0
ARFGEF1,0.0
ARFGEF2,0.0
ARFIP1,0.0
ARFIP2,0.0
ARFRP1,0.0
ARGLU1,0.0
ARHGEF18,0.0
ARHGAP11A,0.0
ARHGAP12,0.0
ARHGAP17,0.0
ARHGAP19,0.0
ARHGAP21,0.0
ARHGAP23,0.0
ARHGAP26,0.0
ARHGAP32,0.0
ARHGAP35,0.0
ARHGAP5,0.0
ARHGDIA,0.0
ARHGEF12,0.0
ARHGAP1,0.0
ASAH1,0.0
ASAP1,0.0
ASAP2,0.0
ASB1,0.0
ASB3,0.0
ASB6,0.0
ASB7,0.0
ASB8,0.0
ASCC1,0.0
ASCC2,0.0
ASCC3,0.0
ARL6IP5,0.0
ASF1B,0.0
ASH1L,0.0
ASH2L,0.0
ASL,0.0
ASNSD1,0.0
ASPH,0.0
ASPM,0.0
ASPSCR1,0.0
ASS1,0.0
ASTE1,0.0
ASXL1,0.0
ASXL2,0.0
ASF1A,0.0
ARL6IP6,0.0
ARL8A,0.0
ARL8B,0.0
ARMC1,0.0
ARMC10,0.0
ARMC5,0.0
ARMC6,0.0
ARMC8,0.0
ARMC9,0.0
ARMCX3,0.0
ARMCX5,0.0
ARMCX6,0.0
ARV1,0.0
ARPC1A,0.0
ARPC1B,0.0
ARPC2,0.0
ARPC3,0.0
ARPC4,0.0
ARPC5,0.0
ARPC5L,0.0
ARPP19,0.0
ARRB2,0.0
ARRDC3,0.0
ARSB,0.0
ARSK,0.0
ARNT,0.0
ANKRD17,0.0
ANKRD26,0.0
ANKRD27,0.0
ANKRD28,0.0
ANKRD33B,0.0
ANKRD36,0.0
ANKRD39,0.0
ANKRD40,0.0
ANKRD46,0.0
ANKRD49,0.0
ANKRD52,0.0
ARF4,0.0
ANKZF1,0.0
ANLN,0.0
ANO6,0.0
ANP32A,0.0
ANP32B,0.0
ANP32E,0.0
ANTXR2,0.0
ANXA11,0.0
ANXA2,0.0
ANXA4,0.0
ANXA5,0.0
ANXA6,0.0
ANKS3,0.0
AMZ2,0.0
ANAPC1,0.0
ANAPC10,0.0
ANAPC11,0.0
ANAPC13,0.0
ANAPC16,0.0
ANAPC4,0.0
ANAPC5,0.0
ANAPC7,0.0
ANGEL2,0.0
ANGPT2,0.0
ANKRD16,0.0
ANKFY1,0.0
ANKHD1,0.0
ANKIB1,0.0
ANKLE2,0.0
ANKMY2,0.0
ANKRA2,0.0
ANKRD10,0.0
ANKRD11,0.0
ANKRD12,0.0
ANKRD13A,0.0
ANKRD13B,0.0
ANKRD13C,0.0
ANK2,0.0
APC,0.0
APEH,0.0
APEX1,0.0
APEX2,0.0
APH1A,0.0
APH1B,0.0
API5,0.0
APIP,0.0
APLF,0.0
APLP2,0.0
APOO,0.0
ANXA7,0.0
APP,0.0
APPBP2,0.0
APPL1,0.0
APPL2,0.0
APRT,0.0
APTX,0.0
AQR,0.0
ARAF,0.0
ARAP1,0.0
ARCN1,0.0
ARF1,0.0
ARF3,0.0
APOOL,0.0
AP1AR,0.0
AP1B1,0.0
AP1G1,0.0
AP1G2,0.0
AP1M1,0.0
AP1S2,0.0
AP2A1,0.0
AP2A2,0.0
AP2B1,0.0
AP2M1,0.0
AP2S1,0.0
AP3B1,0.0
APBB2,0.0
AP3M1,0.0
AP3S1,0.0
AP3S2,0.0
AP4B1,0.0
AP4E1,0.0
AP4M1,0.0
AP4S1,0.0
AP5B1,0.0
AP5M1,0.0
AP5S1,0.0
AP5Z1,0.0
APAF1,0.0
AP3D1,0.0
DEDD2,0.0
DEF8,0.0
DEGS1,0.0
DEK,0.0
DENND1A,0.0
DENND1B,0.0
DENND4B,0.0
DENND4C,0.0
DENND5A,0.0
DENND5B,0.0
DENR,0.0
CDC25C,0.0
DEPDC5,0.0
DERA,0.0
DERL1,0.0
DERL2,0.0
DFFA,0.0
DFFB,0.0
DGCR2,0.0
DGCR8,0.0
DGKD,0.0
DGKE,0.0
DGKZ,0.0
DGUOK,0.0
DEPDC1B,0.0
DDX23,0.0
DDX24,0.0
DDX27,0.0
DDX28,0.0
DDX31,0.0
DDX39B,0.0
DDX3X,0.0
DDX41,0.0
DDX42,0.0
DDX46,0.0
DDX49,0.0
DEDD,0.0
DDX50,0.0
DDX51,0.0
DDX52,0.0
DDX54,0.0
DDX55,0.0
DDX56,0.0
DDX58,0.0
DDX59,0.0
DDX6,0.0
DEAF1,0.0
DECR1,0.0
DECR2,0.0
DDX5,0.0
DIMT1,0.0
DIP2B,0.0
DIP2C,0.0
DIS3,0.0
DIS3L,0.0
DIS3L2,0.0
DISC1,0.0
DISP1,0.0
DKC1,0.0
DLAT,0.0
DLD,0.0
DHCR7,0.0
DLG3,0.0
DLGAP4,0.0
DLGAP5,0.0
DLST,0.0
DMAP1,0.0
DMTF1,0.0
DMXL1,0.0
DMXL2,0.0
DNA2,0.0
DNAAF2,0.0
DNAJA1,0.0
DNAJA2,0.0
DLG1,0.0
DHDDS,0.0
DHFR,0.0
DHODH,0.0
DHPS,0.0
DHRS1,0.0
DHRS4,0.0
DHRS7,0.0
DHRS7B,0.0
DHTKD1,0.0
DHX15,0.0
DHX16,0.0
DIDO1,0.0
DHX30,0.0
DHX33,0.0
DHX34,0.0
DHX35,0.0
DHX36,0.0
DHX37,0.0
DHX38,0.0
DHX40,0.0
DHX57,0.0
DHX8,0.0
DHX9,0.0
DICER1,0.0
DHX29,0.0
CYB5RL,0.0
CYC1,0.0
CYCS,0.0
CYFIP1,0.0
CYFIP2,0.0
CYHR1,0.0
CYLD,0.0
CYP20A1,0.0
CYTH2,0.0
DAAM1,0.0
DAD1,0.0
DDX21,0.0
DAGLB,0.0
DALRD3,0.0
DAP,0.0
DAP3,0.0
DAPK2,0.0
DAPK3,0.0
DARS,0.0
DARS2,0.0
DAXX,0.0
DAZAP1,0.0
DAZAP2,0.0
DBF4,0.0
DAG1,0.0
CUL2,0.0
CUL3,0.0
CUL4A,0.0
CUL4B,0.0
CUL5,0.0
CUL7,0.0
CUTA,0.0
CUTC,0.0
CUX1,0.0
CWC15,0.0
CWC22,0.0
CYB5R4,0.0
CWC27,0.0
CWF19L1,0.0
CWF19L2,0.0
CXXC1,0.0
CXXC5,0.0
CYB561D1,0.0
CYB561D2,0.0
CYB5A,0.0
CYB5B,0.0
CYB5D2,0.0
CYB5R1,0.0
CYB5R3,0.0
CWC25,0.0
DCTN5,0.0
DCTN6,0.0
DCTPP1,0.0
DCUN1D1,0.0
DCUN1D2,0.0
DCUN1D5,0.0
DCXR,0.0
DDA1,0.0
DDAH2,0.0
DDB1,0.0
DDB2,0.0
DBI,0.0
DDIT3,0.0
DDOST,0.0
DDRGK1,0.0
DDT,0.0
DDX1,0.0
DDX10,0.0
DDX11,0.0
DDX17,0.0
DDX18,0.0
DDX19A,0.0
DDX19B,0.0
DDX20,0.0
DDHD1,0.0
DBNL,0.0
DBR1,0.0
DBT,0.0
DCAF10,0.0
DCAF11,0.0
DCAF12,0.0
DCAF13,0.0
DCAF17,0.0
DCAF4,0.0
DCAF5,0.0
DCAF6,0.0
DCAF7,0.0
DCTN4,0.0
DCAKD,0.0
DCK,0.0
DCLRE1B,0.0
DCLRE1C,0.0
DCP1A,0.0
DCP1B,0.0
DCP2,0.0
DCPS,0.0
DCTD,0.0
DCTN1,0.0
DCTN2,0.0
DCTN3,0.0
DCAF8,0.0
EEA1,0.0
EED,0.0
EEF1A1,0.0
EEF1B2,0.0
EEF1D,0.0
EEF1E1,0.0
EEF1G,0.0
EEF2,0.0
EEF2K,0.0
EFCAB11,0.0
EFCAB2,0.0
DNAJA3,0.0
EFTUD2,0.0
EGLN1,0.0
EGLN2,0.0
EHBP1,0.0
EHD1,0.0
EHMT1,0.0
EHMT2,0.0
EI24,0.0
EID1,0.0
EID2B,0.0
EIF1,0.0
EIF1AD,0.0
EFR3A,0.0
E2F6,0.0
E2F8,0.0
E4F1,0.0
EAF1,0.0
EAPP,0.0
EARS2,0.0
EBAG9,0.0
EBNA1BP2,0.0
EBP,0.0
EBPL,0.0
ECD,0.0
EDF1,0.0
ECH1,0.0
ECHDC1,0.0
ECHS1,0.0
ECI1,0.0
ECI2,0.0
ECSIT,0.0
ECT2,0.0
EDC3,0.0
EDC4,0.0
EDEM1,0.0
EDEM2,0.0
EDEM3,0.0
ECE1,0.0
EIF4A1,0.0
EIF4A2,0.0
EIF4A3,0.0
EIF4B,0.0
EIF4E,0.0
EIF4E2,0.0
EIF4EBP1,0.0
EIF4EBP2,0.0
MTHFS,0.0
EIF4G1,0.0
EIF4G2,0.0
EIF1AX,0.0
EIF4H,0.0
EIF5,0.0
EIF5A,0.0
EIF5B,0.0
EIF6,0.0
ELAC1,0.0
ELAC2,0.0
ELAVL1,0.0
ELF2,0.0
ELK4,0.0
ELL2,0.0
ELMO2,0.0
EIF4G3,0.0
EIF1B,0.0
EIF2A,0.0
EIF2AK1,0.0
EIF2AK2,0.0
EIF2AK3,0.0
EIF2AK4,0.0
EIF2B1,0.0
EIF2B2,0.0
EIF2B3,0.0
EIF2B4,0.0
EIF2B5,0.0
EIF2D,0.0
EIF3M,0.0
EIF2S2,0.0
EIF3A,0.0
EIF3B,0.0
EIF3C,0.0
EIF3D,0.0
EIF3E,0.0
EIF3F,0.0
EIF3G,0.0
EIF3H,0.0
EIF3I,0.0
EIF3K,0.0
EIF3L,0.0
EIF2S1,0.0
DNAJC9,0.0
DNM1L,0.0
DNM2,0.0
DNMT1,0.0
DNMT3A,0.0
DNMT3B,0.0
DNPEP,0.0
DNTTIP1,0.0
DNTTIP2,0.0
DOCK4,0.0
DOCK7,0.0
E2F5,0.0
DOLPP1,0.0
DONSON,0.0
DOT1L,0.0
DPAGT1,0.0
DPF2,0.0
DPH2,0.0
DPH3,0.0
DPH5,0.0
DPM1,0.0
DPM2,0.0
DPM3,0.0
DPP3,0.0
DOCK9,0.0
DNAJB1,0.0
DNAJB11,0.0
DNAJB12,0.0
DNAJB14,0.0
DNAJB4,0.0
DNAJB6,0.0
DNAJB9,0.0
DNAJC1,0.0
DNAJC10,0.0
DNAJC11,0.0
DNAJC13,0.0
DNAJC8,0.0
DNAJC16,0.0
DNAJC17,0.0
DNAJC19,0.0
DNAJC2,0.0
DNAJC21,0.0
DNAJC24,0.0
DNAJC25,0.0
DNAJC27,0.0
DNAJC3,0.0
